date,high,low,open,close,volume,adjclose,formatted_date
1420209000,151.75,147.02000427246094,147.5399932861328,149.88999938964844,2135900,117.35894012451172,2015-01-02
1420468200,147.0399932861328,139.44000244140625,146.60000610351562,139.8300018310547,2259800,109.48228454589844,2015-01-05
1420554600,142.4499969482422,137.52000427246094,139.47999572753906,139.4600067138672,2169000,109.19256591796875,2015-01-06
1420641000,142.57000732421875,137.11000061035156,141.3800048828125,137.92999267578125,2398400,107.99463653564453,2015-01-07
1420727400,145.25,138.60000610351562,139.36000061035156,141.41000366210938,2489100,110.7193832397461,2015-01-08
1420813800,144.57000732421875,140.05999755859375,141.57000732421875,142.52000427246094,1593300,111.58847045898438,2015-01-09
1421073000,139.55999755859375,133.9499969482422,139.47999572753906,134.92999267578125,2511000,105.6457290649414,2015-01-12
1421159400,140.41000366210938,135.0399932861328,135.22999572753906,137.88999938964844,3050500,107.96332550048828,2015-01-13
1421245800,142.4199981689453,134.60000610351562,135.99000549316406,142.22999572753906,3205600,111.36136627197266,2015-01-14
1421332200,147.61000061035156,141.1699981689453,145.08999633789062,141.30999755859375,3074500,110.64108276367188,2015-01-15
1421418600,150.74000549316406,141.8800048828125,142.8800048828125,149.97000122070312,4083800,117.42151641845703,2015-01-16
1421764200,148.3000030517578,144.30999755859375,146.8000030517578,147.3800048828125,2182600,115.39366149902344,2015-01-20
1421850600,154.32000732421875,148.35000610351562,149.2100067138672,152.94000244140625,1482200,119.74700164794922,2015-01-21
1421937000,154.49000549316406,148.0,154.2100067138672,152.4600067138672,1714300,119.3711929321289,2015-01-22
1422023400,156.05999755859375,151.92999267578125,152.3800048828125,152.86000061035156,1789600,119.68433380126953,2015-01-23
1422282600,155.47999572753906,150.75,152.91000366210938,155.02999877929688,1476400,121.38336944580078,2015-01-26
1422369000,156.61000061035156,152.36000061035156,153.8300018310547,155.1199951171875,1443900,121.45384979248047,2015-01-27
1422455400,154.35000610351562,144.0399932861328,154.35000610351562,144.5500030517578,2467400,113.17789459228516,2015-01-28
1422541800,147.0,141.7100067138672,147.0,146.25999450683594,1840200,114.51673889160156,2015-01-29
1422628200,151.80999755859375,144.30999755859375,145.57000732421875,150.52999877929688,2412000,117.8600082397461,2015-01-30
1422887400,158.4499969482422,153.05999755859375,153.5,157.1199951171875,2690600,123.0197982788086,2015-02-02
1422973800,162.8300018310547,157.77999877929688,160.14999389648438,161.6199951171875,3476100,126.54313659667969,2015-02-03
1423060200,160.86000061035156,155.36000061035156,159.1699981689453,157.50999450683594,2271200,123.32511138916016,2015-02-04
1423146600,162.1999969482422,157.14999389648438,159.97999572753906,158.58999633789062,2170200,124.17071533203125,2015-02-05
1423233000,160.25999450683594,154.27999877929688,160.0500030517578,156.64999389648438,2540900,122.65176391601562,2015-02-06
1423492200,159.6699981689453,153.58999633789062,157.99000549316406,154.1199951171875,3540200,120.67082977294922,2015-02-09
1423578600,154.89999389648438,149.77999877929688,154.00999450683594,153.1199951171875,3120300,119.88790130615234,2015-02-10
