Date,Close,High,Low,Open,Volume
2020-01-02,68.02601623535156,68.02601623535156,66.92313363598711,67.01856198170586,27278000
2020-01-03,67.67015075683594,68.27800878406994,66.96438444234923,66.99818593237907,23408000
2020-01-06,69.47384643554688,69.499191867548,67.14729959032974,67.17860597671533,46768000
2020-01-07,69.33965301513672,69.7566544085576,69.16321330579896,69.60556013264372,34330000
2020-01-08,69.83318328857422,70.17165323614945,69.21638380759072,69.32522809814863,35314000
2020-01-09,70.5662841796875,71.0081303838778,70.09013594872883,70.67264093922758,33200000
2020-01-10,71.02205657958984,71.31927765300694,70.55685186767951,71.04740959554844,26258000
2020-01-13,71.57225799560547,71.64432031834885,70.84362615810883,71.33467681431922,30730000
2020-01-14,71.10308074951172,71.70148932616486,70.96291488785906,71.57077301886883,26076000
2020-01-15,71.53099822998047,71.60952962523321,71.15624686686907,71.22384226289878,21550000
2020-01-16,72.07573699951172,72.10257646007113,71.57076229441184,71.84163683885957,26080000
2020-01-17,73.53498840332031,73.58617980749594,72.39333666717486,72.69105070603683,52424000
2020-01-21,73.6706771850586,74.04990309397813,73.07226106696393,73.50913987084401,48930000
2020-01-22,73.75118255615234,74.58170422346583,73.6910497265724,74.04244265452762,28458000
2020-01-23,73.79193878173828,74.22981863138573,73.57474315642993,73.93409160833068,26650000
2020-01-24,72.87147521972656,74.26461711494373,72.72286087883545,74.19602821419771,29786000
2020-01-27,71.15973663330078,71.40079126440537,70.55187853238326,71.15029466332358,34132000
2020-01-28,72.09263610839844,72.30635072302904,71.09163568309349,71.65724377248847,29724000
2020-01-29,72.40079498291016,72.77057895195009,71.83866783573303,72.4882678248246,21566000
2020-01-30,72.27901458740234,72.3287119542439,71.32225116475159,71.4763258946086,27110000
2020-01-31,71.2119140625,73.04541551332758,70.92761599710025,72.95545516302556,43822000
2020-02-03,73.68805694580078,73.87195918960022,72.39630465160849,72.64680121281494,71636000
2020-02-04,71.83965301513672,72.92961273294455,70.67762338918578,72.29094881897467,95880000
2020-02-05,71.8714599609375,72.7924349696494,71.05784279922015,72.74422404612974,36376000
2020-02-06,73.35853576660156,73.63637232384788,72.09163595154612,72.166185790709,37822000
2020-02-07,73.51461791992188,73.81978697509545,72.83370391982983,72.93211276845759,28360000
2020-02-10,74.9832992553711,74.9942352555109,73.32027642689937,73.4211727832516,38302000
2020-02-11,75.0528793334961,76.0379762977609,74.82375421140046,75.21242207126672,34852000
2020-02-12,75.47883605957031,75.56183438962064,74.98380380484578,75.34115772589581,31042000
2020-02-13,75.21839141845703,75.84264589938986,74.75168510837082,75.04989966377812,22914000
2020-02-14,75.48379516601562,75.54940357919031,74.82871969441815,75.27504801856062,23198000
2020-02-18,75.51908874511719,76.07177387697551,75.10010038845961,75.2656116722523,25642000
2020-02-19,75.7889633178711,76.08071636687094,75.59562667949956,75.90476963599502,22746000
2020-02-20,75.3973159790039,75.89830913388566,74.76460545939334,75.49771179166399,25962000
2020-02-21,73.73080444335938,75.09711424574384,73.48378888169738,74.78050871773722,42520000
2020-02-24,70.56977081298828,71.39085061066245,69.92017084559518,70.72832007360728,49560000
2020-02-25,68.90277099609375,71.41420604268774,68.6095314738439,71.12345404341151,51580000
2020-02-26,69.10903930664062,70.26212769214564,68.41718930890259,69.33319700711135,49776000
2020-02-27,65.35553741455078,68.06181060451775,65.32024947597561,67.55186841887534,62290000
2020-02-28,66.56329345703125,66.72233564683718,63.03246735319411,63.3356493484195,80198000
2020-03-02,68.90277099609375,68.95992335319495,65.86498973932271,67.16668472611838,55430000
2020-03-03,66.48725891113281,69.98975201614395,66.06578301879318,69.46738734655207,56602000
2020-03-04,68.66816711425781,68.72681349274673,66.45145838350568,67.54291200473813,47598000
2020-03-05,65.34608459472656,67.27800221606287,64.69399727069938,66.87640385177534,54380000
2020-03-06,64.40076446533203,64.74916932165483,62.48574738930903,63.118950843139224,64640000
2020-03-09,60.427101135253906,62.263090261468164,59.54489125838761,59.88882922717171,69252000
2020-03-10,63.37839889526367,63.41219659651664,60.36347937262164,62.345595294100725,54872000
2020-03-11,60.18405532836914,62.471837004879546,59.20194638434587,62.04141969656754,54732000
2020-03-12,55.24617004394531,59.08315897707702,55.093088793643375,55.79637143545041,94326000
2020-03-13,60.3515510559082,60.35801254815982,55.28294645939998,58.39925895072103,79400000
2020-03-16,53.33015823364258,56.93205317060131,53.03592146046401,54.15570482670535,96520000
2020-03-17,55.569732666015625,55.96436530296989,52.14228995066624,54.206907526555774,83194000
2020-03-18,54.23423767089844,54.92012277584303,51.54088757309798,52.68105272966531,93044000
2020-03-19,55.252132415771484,57.28692986717437,52.46286095347188,54.08662180403557,74064000
2020-03-20,53.09208679199219,56.58464087363415,52.788408034726466,56.20789871754223,82878000
2020-03-23,52.39228439331055,53.02747485160064,50.1427750747484,52.503616205473385,83672000
2020-03-24,56.16366958618164,56.32868033412861,53.99765893822951,54.86993011140116,72468000
2020-03-25,54.752628326416016,56.96684589730019,53.82767559964816,55.893783183631335,90324000
2020-03-26,57.79935836791992,58.2248082107235,54.27599070550208,55.403725907105226,76562000
2020-03-27,55.18205261230469,57.2093950544311,54.870918874990416,56.037422964825275,62794000
2020-03-30,56.97380828857422,57.206911181337766,54.59706354301612,56.294384625975866,58736000
2020-03-31,57.75114440917969,58.320229711089624,56.49716369317986,57.094085740236096,65228000
2020-04-01,54.77648162841797,56.13433910735604,54.3485480977298,55.864954811381466,51970000
2020-04-02,55.51853561401367,55.803823383140355,54.330660062313505,54.67211048377667,56410000
2020-04-03,54.30928421020508,55.60600782911399,53.433539690003485,55.403225429150275,51374000
2020-04-06,58.806819915771484,59.18256482523897,55.91466482030148,56.31228173136154,63320000
2020-04-07,58.7755012512207,60.67511173994874,58.51158493407439,60.48773225444198,61620000
